Product ID,Product Name,Product Price,Unit Price,Date of Transaction,Hour of Transaction,Country
1,Polo Shirt,12,37.85,2020-01-23,12:39,Liechtenstein
10,Polo Shirt,1,35.12,2020-11-25,00:18,Poland
4,Polo Shirt,16,94.81,2020-03-28,17:58,Hungary
8,Sweatpants,4,17.12,2020-08-24,19:41,Netherlands
2,Polo Shirt,4,11.23,2020-03-01,08:25,Spain
4,Sweatpants,20,99.83,2020-08-08,15:05,Portugal
7,Sneakers,11,73.53,2020-07-16,11:22,Germany
5,Casual Shoes,15,31.51,2020-12-29,19:30,Luxembourg
10,Casual Shoes,12,94.44,2020-11-12,01:57,Luxembourg
5,Sneakers,12,21.25,2020-02-11,07:36,Finland
1,Jeans,1,90.26,2020-11-13,00:41,Cyprus
2,Dress Shoes,9,51.72,2020-03-07,10:59,Romania
4,Dress Pants,12,83.66,2020-01-13,04:46,Poland
2,Sweatpants,17,60.46,2020-06-25,01:28,Belgium
3,Sports Shoes,8,87.18,2020-10-08,06:01,Italy
1,Casual Shoes,14,45.01,2020-11-10,20:13,Iceland
7,Casual Shoes,11,10.99,2020-09-19,12:21,Lithuania
6,Sneakers,5,98.27,2020-11-03,09:19,Norway
7,Long Sleeve Shirt,4,41.42,2020-09-20,11:28,Estonia
4,Long Sleeve Shirt,7,76.53,2020-02-15,11:05,Italy
8,Dress Pants,15,27.15,2020-01-25,11:22,Romania
3,Long Sleeve Shirt,16,88.25,2020-07-05,06:54,Malta
1,Casual Shoes,9,82.82,2020-01-26,00:23,Germany
4,Sports Shoes,13,30.57,2020-12-24,14:17,Italy
8,Jeans,5,20.77,2020-04-21,16:27,Hungary
5,Jeans,18,84.21,2020-04-16,01:34,Greece
3,Dress Pants,15,10.74,2020-10-07,03:39,Liechtenstein
6,Dress Pants,7,82.64,2020-05-04,03:11,Spain
1,Jeans,6,12.97,2020-08-20,09:14,Greece
9,Long Sleeve Shirt,17,56.49,2020-09-26,22:55,Slovakia
9,Polo Shirt,18,44.07,2020-12-18,01:17,Finland
3,Casual Shoes,17,63.29,2020-04-29,03:22,Germany
4,Sweatpants,12,77.25,2020-07-21,01:56,Slovenia
7,Polo Shirt,1,55.51,2020-09-21,03:50,Denmark
8,Long Sleeve Shirt,3,37.52,2020-05-14,15:26,Liechtenstein
8,Dress Pants,20,68.37,2020-08-25,17:56,Denmark
4,Polo Shirt,1,44.12,2020-03-19,03:49,Liechtenstein
3,Sports Shoes,11,98.72,2020-02-14,12:19,Sweden
7,Long Sleeve Shirt,7,79.36,2020-05-05,12:47,Lithuania
8,Polo Shirt,7,17.45,2020-11-13,12:23,Czech Republic
10,Casual Shoes,2,53.81,2020-05-25,13:33,Denmark
6,Dress Shirt,9,34.93,2020-10-29,19:33,Slovakia
4,Sports Shoes,9,10.72,2020-06-05,20:56,Luxembourg
3,Casual Shoes,1,36.89,2020-08-16,05:06,Austria
6,Sweatpants,7,86.14,2020-10-29,08:43,Croatia
10,Dress Shirt,19,14.65,2020-05-27,14:14,Slovenia
1,Polo Shirt,8,82.52,2020-05-25,15:11,France
2,Jeans,15,44.51,2020-01-17,14:59,Romania
7,Casual Shoes,4,97.95,2020-01-17,18:01,Hungary
6,Dress Pants,14,98.2,2020-12-04,05:04,Croatia
1,Sneakers,5,49.76,2020-01-11,11:54,Luxembourg
10,Dress Pants,5,12.1,2020-05-26,15:50,Finland
7,Dress Pants,2,38.97,2020-08-01,21:07,Finland
5,Dress Shirt,17,92.96,2020-12-08,16:06,Lithuania
8,Sneakers,15,65.06,2020-07-03,18:54,Norway
9,Dress Shirt,20,51.12,2020-08-13,10:21,France
5,Dress Pants,12,61.34,2020-07-30,17:36,Luxembourg
3,Long Sleeve Shirt,7,75.56,2020-11-21,10:40,Iceland
6,Polo Shirt,5,18.47,2020-04-06,19:53,Croatia
7,Sweatpants,6,76.59,2020-06-24,03:17,Lithuania
2,Polo Shirt,5,87.84,2020-03-05,14:39,Portugal
10,Polo Shirt,4,43.12,2020-02-02,19:18,Luxembourg
9,Dress Shirt,17,35.82,2020-10-02,17:14,Poland
5,Dress Shirt,5,85.42,2020-02-05,02:23,Portugal
1,Sneakers,10,84.93,2020-07-31,08:54,Germany
5,Sneakers,17,64.96,2020-08-07,10:18,Hungary
2,Sneakers,9,91.59,2020-01-12,19:37,Belgium
4,Dress Pants,12,11.61,2020-01-18,00:14,Germany
10,Sneakers,5,35.81,2020-05-15,04:04,Austria
8,Dress Shoes,10,20.56,2020-05-03,20:20,Lithuania
5,Dress Pants,10,91.42,2020-09-20,17:36,Croatia
10,Sneakers,15,93.76,2020-01-18,17:08,Latvia
1,Casual Shoes,10,28.47,2020-10-31,06:35,Czech Republic
4,Long Sleeve Shirt,13,29.14,2020-01-21,05:01,Belgium
8,Jeans,15,69.27,2020-11-29,11:12,Bulgaria
4,Dress Shirt,12,44.8,2020-07-08,06:29,Norway
3,Jeans,16,50.97,2020-10-25,18:06,Liechtenstein
10,Dress Pants,18,74.18,2020-03-02,21:50,Croatia
1,Sweatpants,7,15.04,2020-03-19,16:48,Cyprus
6,Long Sleeve Shirt,18,36.76,2020-04-01,05:30,Romania
5,Sports Shoes,5,97.35,2020-03-22,16:13,Greece
6,Sports Shoes,20,53.86,2020-01-14,15:38,Estonia
2,Sports Shoes,7,19.06,2020-06-10,17:16,Slovakia
7,Sneakers,18,77.49,2020-04-04,16:23,Portugal
6,Casual Shoes,19,48.49,2020-10-14,15:53,Estonia
2,Polo Shirt,9,92.75,2020-08-26,15:49,Slovenia
5,Dress Pants,6,53.47,2020-12-30,03:07,Slovakia
4,Long Sleeve Shirt,3,69.67,2020-06-16,10:42,Poland
1,Sports Shoes,14,12.75,2020-10-24,04:42,Netherlands
1,Sports Shoes,18,11.36,2020-12-11,23:34,Netherlands
2,Casual Shoes,18,12.9,2020-03-17,13:44,Iceland
6,Sneakers,7,58.72,2020-03-11,03:22,Portugal
5,Polo Shirt,7,58.68,2020-07-22,16:34,Sweden
6,Sports Shoes,5,51.9,2020-05-09,21:12,Denmark
8,Dress Shirt,2,80.56,2020-03-22,16:38,Latvia
1,Dress Shirt,19,32.18,2020-10-27,16:51,Austria
6,Jeans,5,44.43,2020-05-16,12:21,Bulgaria
4,Dress Shirt,10,43.3,2020-02-08,00:51,Latvia
9,Dress Pants,2,43.69,2020-12-16,23:26,Sweden
2,Sneakers,12,75.48,2020-09-14,14:29,Cyprus
4,Sneakers,17,13.02,2020-08-03,00:12,Denmark
2,Casual Shoes,13,73.95,2020-05-07,02:49,Austria
10,Dress Shoes,19,96.95,2020-08-02,09:58,Belgium
2,Polo Shirt,11,41.47,2020-05-01,02:20,Czech Republic
7,Sweatpants,18,89.39,2020-12-13,03:56,Sweden
10,Jeans,15,59.84,2020-09-16,19:04,Estonia
10,Long Sleeve Shirt,16,26.17,2020-01-08,16:10,Netherlands
4,Casual Shoes,13,94.75,2020-01-30,20:34,Netherlands
8,Long Sleeve Shirt,9,86.54,2020-04-27,19:23,France
5,Dress Shoes,10,53.09,2020-05-19,02:22,Cyprus
3,Jeans,5,13.47,2020-10-30,21:43,Cyprus
3,Sports Shoes,10,54.53,2020-04-14,06:57,Romania
3,Dress Pants,16,30.47,2020-10-12,13:33,Croatia
7,Dress Shoes,13,11.14,2020-05-06,23:28,Denmark
7,Dress Shirt,12,45.87,2020-04-29,11:59,Norway
5,Dress Shirt,8,17.11,2020-09-08,04:46,France
4,Dress Shirt,10,72.36,2020-09-21,10:02,Iceland
10,Dress Shirt,14,36.94,2020-03-19,12:36,Spain
5,Dress Pants,16,37.65,2020-05-24,07:49,Netherlands
6,Polo Shirt,20,11.06,2020-07-24,10:21,Portugal
4,Dress Shoes,11,95.94,2020-11-13,21:22,Sweden
4,Sweatpants,4,64.64,2020-12-11,06:25,Netherlands
7,Dress Shirt,18,29.09,2020-06-02,10:44,Estonia
3,Sports Shoes,13,43.91,2020-10-04,02:52,Finland
10,Dress Shirt,5,97.33,2020-02-25,21:12,Spain
4,Dress Pants,3,98.83,2020-06-18,21:36,France
8,Sneakers,4,12.1,2020-09-07,16:58,Hungary
2,Jeans,8,20.37,2020-08-23,04:11,Luxembourg
2,Sneakers,5,96.31,2020-05-27,19:41,Germany
5,Polo Shirt,7,96.77,2020-01-07,03:52,Portugal
8,Dress Shirt,19,14.27,2020-04-11,15:56,Poland
10,Dress Shoes,20,77.27,2020-08-13,01:46,Liechtenstein
6,Dress Shirt,15,29.15,2020-06-25,05:31,Estonia
4,Dress Pants,2,25.95,2020-10-01,12:06,Liechtenstein
3,Sneakers,5,19.04,2020-06-23,12:35,Hungary
9,Casual Shoes,6,95.15,2020-08-14,13:58,Estonia
10,Jeans,14,22.23,2020-06-17,20:44,Liechtenstein
3,Dress Pants,6,32.04,2020-09-06,12:27,Romania
9,Polo Shirt,17,89.62,2020-12-08,10:19,Malta
1,Sweatpants,17,62.0,2020-07-06,17:22,Germany
2,Jeans,18,14.86,2020-03-06,00:32,Netherlands
1,Dress Shoes,19,50.03,2020-08-15,10:42,Germany
8,Long Sleeve Shirt,16,73.94,2020-11-27,16:58,Italy
9,Jeans,7,24.45,2020-09-05,13:49,Portugal
8,Casual Shoes,7,29.77,2020-02-28,07:00,Netherlands
9,Dress Shoes,18,36.74,2020-12-01,17:06,Spain
8,Polo Shirt,20,24.78,2020-08-04,09:36,Spain
7,Jeans,10,75.66,2020-05-28,19:59,Iceland
7,Long Sleeve Shirt,20,34.61,2020-06-27,12:58,Luxembourg
5,Dress Pants,6,71.78,2020-08-17,12:20,Denmark
7,Long Sleeve Shirt,7,81.67,2020-11-25,17:01,Bulgaria
10,Jeans,5,68.31,2020-11-26,09:01,Estonia
2,Casual Shoes,11,62.08,2020-06-19,13:27,Germany
10,Sweatpants,12,24.21,2020-03-01,14:52,Hungary
8,Dress Shoes,6,98.53,2020-01-09,13:23,Netherlands
1,Sports Shoes,12,34.99,2020-05-02,18:31,Italy
9,Dress Pants,11,93.95,2020-05-20,17:39,France
5,Jeans,9,83.66,2020-09-01,08:48,France
10,Long Sleeve Shirt,11,34.15,2020-10-24,22:00,Romania
9,Sports Shoes,13,35.43,2020-11-22,13:47,Germany
9,Casual Shoes,17,14.65,2020-11-14,20:35,Bulgaria
7,Dress Pants,11,89.39,2020-03-03,18:40,Luxembourg
2,Sports Shoes,12,17.58,2020-06-19,10:16,Romania
2,Polo Shirt,14,91.58,2020-07-29,04:17,Portugal
3,Dress Pants,12,23.13,2020-03-02,05:37,Poland
9,Dress Pants,9,26.93,2020-08-23,17:05,Estonia
9,Jeans,14,29.95,2020-01-22,18:38,Germany
2,Dress Shoes,2,86.6,2020-03-29,04:48,Bulgaria
9,Long Sleeve Shirt,1,30.7,2020-11-26,22:29,Liechtenstein
1,Dress Shoes,10,81.01,2020-06-30,08:58,Sweden
7,Dress Shoes,7,80.4,2020-12-23,16:29,Slovenia
8,Dress Shoes,16,69.29,2020-12-27,07:20,Czech Republic
10,Sports Shoes,18,82.03,2020-05-10,20:16,Estonia
2,Dress Shirt,14,13.87,2020-05-01,03:49,Romania
7,Long Sleeve Shirt,10,72.29,2020-05-16,20:49,France
4,Long Sleeve Shirt,13,86.6,2020-06-03,20:55,Slovakia
1,Sneakers,13,56.1,2020-06-26,02:38,Ireland
8,Dress Shirt,1,46.18,2020-12-31,06:53,Cyprus
9,Dress Shoes,17,49.38,2020-10-13,16:06,Luxembourg
5,Polo Shirt,20,95.61,2020-10-28,23:21,Lithuania
10,Sneakers,17,31.98,2020-11-17,16:46,Romania
5,Dress Shirt,10,64.94,2020-11-19,23:26,Norway
9,Jeans,15,96.09,2020-06-14,23:24,Iceland
6,Casual Shoes,14,23.76,2020-08-13,00:59,Latvia
7,Sweatpants,18,80.44,2020-11-03,12:55,Germany
8,Long Sleeve Shirt,12,33.55,2020-12-25,13:03,Spain
1,Sports Shoes,3,70.78,2020-05-21,18:26,Liechtenstein
1,Sports Shoes,3,67.19,2020-10-23,13:00,Portugal
3,Sports Shoes,9,55.53,2020-06-29,12:59,Sweden
8,Polo Shirt,16,55.15,2020-08-28,06:22,Denmark
3,Sneakers,12,24.63,2020-06-23,15:34,Latvia
5,Dress Shirt,10,29.1,2020-02-05,23:16,Portugal
6,Polo Shirt,15,70.65,2020-02-23,03:17,Sweden
5,Dress Shirt,4,75.35,2020-01-18,02:25,Belgium
3,Jeans,7,28.63,2020-10-23,10:45,Lithuania
4,Casual Shoes,20,34.36,2020-08-23,06:20,Romania
7,Dress Shoes,12,19.71,2020-01-14,16:47,Estonia
2,Sneakers,13,89.64,2020-12-24,15:26,Poland
9,Dress Shoes,3,14.18,2020-08-05,05:23,Lithuania
7,Casual Shoes,10,21.84,2020-06-10,12:12,Slovakia
8,Polo Shirt,9,59.69,2020-07-21,02:37,Netherlands
4,Casual Shoes,5,57.44,2020-03-05,01:56,Malta
5,Dress Shoes,18,81.72,2020-02-15,11:55,Sweden
9,Jeans,2,66.47,2020-03-03,01:25,Belgium
6,Polo Shirt,12,47.13,2020-01-27,17:29,Romania
3,Casual Shoes,2,43.9,2020-03-29,20:30,Slovakia
7,Sports Shoes,7,72.59,2020-06-16,11:35,Belgium
9,Casual Shoes,15,73.17,2020-12-02,02:27,Lithuania
4,Sneakers,2,21.12,2020-04-09,05:36,Finland
5,Polo Shirt,19,98.56,2020-09-29,13:45,Lithuania
5,Dress Shoes,12,86.49,2020-03-22,22:57,Sweden
9,Jeans,5,77.35,2020-11-02,12:43,Estonia
6,Long Sleeve Shirt,10,87.75,2020-08-15,03:23,Lithuania
6,Dress Pants,5,28.82,2020-03-19,01:45,Greece
6,Long Sleeve Shirt,15,77.33,2020-01-22,16:55,Portugal
9,Jeans,17,64.85,2020-01-06,06:31,Iceland
7,Dress Pants,3,29.41,2020-06-25,05:50,Croatia
3,Dress Pants,20,67.03,2020-10-29,13:05,Luxembourg
10,Dress Shoes,13,43.43,2020-08-14,17:30,Portugal
8,Dress Pants,18,24.25,2020-01-10,08:22,Malta
6,Sweatpants,8,88.2,2020-06-27,00:37,Slovenia
2,Polo Shirt,15,49.95,2020-12-07,10:10,Hungary
1,Casual Shoes,3,69.03,2020-02-09,16:53,Greece
1,Dress Pants,12,88.11,2020-07-28,04:44,Slovenia
3,Casual Shoes,5,93.03,2020-10-25,00:52,Austria
4,Polo Shirt,4,33.69,2020-08-20,20:53,Denmark
9,Long Sleeve Shirt,4,92.75,2020-12-06,18:53,Croatia
4,Dress Shirt,13,79.4,2020-02-16,01:53,Czech Republic
7,Polo Shirt,11,52.3,2020-11-16,00:10,Lithuania
4,Casual Shoes,3,35.22,2020-07-27,20:34,Slovakia
4,Dress Shirt,2,56.2,2020-08-29,21:20,Hungary
6,Dress Pants,10,74.01,2020-12-02,00:16,Cyprus
1,Sports Shoes,18,61.43,2020-07-28,19:12,Norway
8,Jeans,18,24.6,2020-02-19,23:46,Hungary
4,Jeans,12,48.18,2020-02-29,15:04,Liechtenstein
4,Sweatpants,16,56.04,2020-04-11,20:39,Luxembourg
10,Dress Shirt,19,20.12,2020-06-30,15:43,Belgium
4,Sweatpants,10,70.34,2020-07-09,04:26,Lithuania
4,Dress Shoes,11,62.62,2020-09-07,16:27,Germany
3,Dress Shirt,11,41.38,2020-03-30,06:28,Iceland
7,Dress Shirt,17,96.95,2020-04-26,18:32,Estonia
9,Jeans,11,90.62,2020-10-12,05:16,Italy
9,Sweatpants,20,76.96,2020-12-15,00:56,Germany
4,Jeans,17,83.73,2020-03-15,09:54,Austria
10,Jeans,6,45.73,2020-05-08,18:33,Greece
6,Casual Shoes,15,59.03,2020-07-24,05:19,Lithuania
3,Sneakers,18,26.17,2020-03-22,12:50,Croatia
4,Polo Shirt,11,58.0,2020-11-18,18:31,Romania
5,Polo Shirt,11,66.27,2020-05-18,20:32,Portugal
2,Sweatpants,13,31.41,2020-03-21,12:37,Bulgaria
5,Dress Shirt,10,71.3,2020-05-09,17:26,Lithuania
4,Sweatpants,9,60.05,2020-08-17,20:20,Italy
1,Casual Shoes,1,33.25,2020-11-23,11:59,Sweden
10,Jeans,7,85.69,2020-12-20,10:28,Denmark
8,Dress Pants,10,12.55,2020-05-24,05:31,Iceland
9,Polo Shirt,14,56.86,2020-09-20,21:24,Lithuania
3,Sneakers,5,84.03,2020-04-28,05:08,Czech Republic
9,Jeans,11,70.03,2020-01-26,12:04,Hungary
6,Sports Shoes,18,55.44,2020-02-23,05:49,Slovenia
1,Dress Pants,19,76.42,2020-06-25,15:38,Iceland
4,Polo Shirt,6,41.36,2020-04-10,12:25,Slovenia
9,Sneakers,15,29.28,2020-04-24,09:58,Czech Republic
4,Sweatpants,6,21.2,2020-11-03,12:42,Malta
1,Dress Shirt,2,59.77,2020-06-20,16:14,Latvia
1,Dress Shirt,2,57.19,2020-07-21,13:32,Liechtenstein
6,Dress Shirt,5,57.09,2020-03-26,21:26,Denmark
3,Casual Shoes,11,45.95,2020-03-14,06:15,Bulgaria
10,Casual Shoes,14,68.34,2020-09-13,03:41,Ireland
8,Polo Shirt,14,56.87,2020-03-08,06:40,Finland
6,Dress Shoes,13,94.91,2020-10-16,03:47,Bulgaria
6,Dress Shirt,1,49.88,2020-02-21,20:13,Hungary
10,Dress Shirt,5,32.28,2020-01-16,19:30,Germany
8,Jeans,12,66.39,2020-11-14,00:44,Estonia
9,Dress Shirt,9,52.26,2020-06-23,17:26,Malta
5,Dress Pants,10,72.46,2020-01-13,23:15,Czech Republic
8,Sweatpants,12,63.44,2020-04-08,19:00,Italy
1,Dress Shoes,12,22.26,2020-08-12,18:54,Italy
6,Sports Shoes,9,74.3,2020-06-26,21:11,Czech Republic
5,Long Sleeve Shirt,9,91.64,2020-01-05,06:28,Latvia
1,Casual Shoes,16,91.4,2020-05-19,23:11,Italy
3,Sneakers,20,32.72,2020-04-26,22:55,Austria
3,Sneakers,16,37.69,2020-09-18,03:17,Denmark
2,Casual Shoes,8,22.86,2020-03-02,06:27,Slovenia
6,Jeans,11,56.65,2020-07-08,23:00,Iceland
6,Sweatpants,1,96.54,2020-05-16,01:59,Finland
9,Jeans,10,77.25,2020-04-25,03:40,Luxembourg
7,Sneakers,9,20.16,2020-10-30,19:55,Lithuania
5,Dress Shoes,16,69.76,2020-05-01,09:38,Netherlands
6,Jeans,12,17.41,2020-10-07,22:01,Liechtenstein
1,Dress Shoes,2,50.15,2020-08-28,09:19,Lithuania
3,Dress Shirt,16,67.8,2020-07-28,06:04,Ireland
1,Dress Shoes,10,40.95,2020-12-29,01:59,Germany
9,Dress Shoes,12,46.23,2020-06-24,05:12,Spain
8,Sweatpants,13,52.56,2020-11-24,04:45,Hungary
9,Long Sleeve Shirt,4,47.2,2020-09-19,21:05,Hungary
2,Dress Pants,20,41.97,2020-09-23,13:35,Austria
2,Dress Shoes,5,77.69,2020-06-08,06:17,Greece
2,Jeans,2,43.22,2020-02-09,20:38,Liechtenstein
1,Sports Shoes,6,88.12,2020-07-15,08:42,Luxembourg
10,Sweatpants,10,84.66,2020-06-02,01:41,Bulgaria
4,Dress Shirt,14,97.08,2020-07-31,07:33,Hungary
6,Dress Shirt,7,24.09,2020-10-14,20:54,Croatia
7,Sweatpants,14,57.28,2020-06-25,21:12,Croatia
4,Sports Shoes,7,79.3,2020-12-22,00:50,Ireland
5,Sneakers,4,11.47,2020-05-29,05:37,Lithuania
7,Polo Shirt,9,28.38,2020-06-01,18:52,Portugal
5,Long Sleeve Shirt,17,48.15,2020-11-26,10:57,Austria
9,Dress Shirt,12,32.97,2020-04-11,13:01,France
8,Dress Shirt,19,83.13,2020-08-31,04:50,Slovenia
3,Jeans,9,63.39,2020-12-15,04:37,Latvia
8,Sweatpants,13,12.69,2020-10-12,05:26,Croatia
10,Sports Shoes,2,13.16,2020-05-17,18:40,Lithuania
10,Sweatpants,5,77.54,2020-01-25,07:59,Slovenia
3,Long Sleeve Shirt,19,55.21,2020-09-05,10:34,Finland
2,Dress Shoes,17,72.22,2020-10-28,03:09,Spain
8,Dress Shirt,20,11.95,2020-01-08,04:53,Ireland
10,Dress Shoes,17,41.0,2020-02-29,04:28,Denmark
5,Sports Shoes,15,49.44,2020-04-22,20:10,Romania
4,Long Sleeve Shirt,20,17.71,2020-04-11,09:22,Austria
1,Casual Shoes,15,26.27,2020-03-29,16:06,Ireland
4,Dress Pants,2,39.8,2020-11-05,16:21,Hungary
3,Sneakers,7,41.97,2020-06-15,10:36,Estonia
1,Jeans,8,64.13,2020-01-24,17:19,Slovakia
7,Dress Shirt,1,12.48,2020-08-26,04:57,Croatia
2,Polo Shirt,4,90.7,2020-10-10,01:42,Austria
8,Long Sleeve Shirt,19,85.68,2020-05-07,05:30,Germany
5,Sports Shoes,16,28.56,2020-07-09,09:38,Lithuania
4,Sports Shoes,8,21.93,2020-04-08,04:14,Lithuania
9,Sweatpants,8,38.58,2020-12-23,00:42,Slovakia
5,Polo Shirt,7,32.9,2020-12-12,21:15,Greece
3,Long Sleeve Shirt,4,54.03,2020-12-19,20:24,Estonia
9,Dress Pants,12,64.43,2020-04-01,09:27,Finland
1,Dress Shirt,13,44.67,2020-12-28,21:13,Iceland
2,Sneakers,1,13.14,2020-04-12,02:34,Italy
1,Jeans,16,19.65,2020-08-31,07:39,Latvia
10,Dress Pants,15,35.6,2020-03-28,16:46,France
4,Dress Shoes,13,25.95,2020-05-13,13:45,Sweden
9,Jeans,20,48.76,2020-12-30,13:34,Slovenia
6,Casual Shoes,11,67.43,2020-03-24,11:38,Latvia
6,Sneakers,8,39.17,2020-04-18,12:40,Cyprus
2,Polo Shirt,19,21.49,2020-06-03,07:25,Belgium
3,Casual Shoes,4,76.96,2020-10-08,14:27,Romania
3,Polo Shirt,19,70.89,2020-06-01,01:40,Germany
5,Polo Shirt,4,84.31,2020-07-29,06:51,Sweden
4,Dress Pants,17,55.74,2020-01-11,00:02,Romania
4,Jeans,10,61.22,2020-11-26,11:04,Malta
6,Dress Shoes,1,32.7,2020-11-21,13:19,Cyprus
3,Sports Shoes,10,21.98,2020-10-05,02:43,Slovakia
7,Sweatpants,10,56.24,2020-11-03,17:45,Spain
6,Polo Shirt,4,74.99,2020-06-28,17:56,Finland
1,Casual Shoes,8,73.9,2020-05-24,05:32,Estonia
10,Sports Shoes,7,21.86,2020-03-03,23:24,Slovakia
3,Casual Shoes,5,22.38,2020-04-10,03:57,Croatia
6,Dress Shirt,3,42.63,2020-09-10,16:50,Slovakia
9,Sports Shoes,8,55.59,2020-01-13,16:01,Netherlands
5,Sneakers,17,37.24,2020-11-21,20:20,Denmark
8,Casual Shoes,1,22.92,2020-07-24,23:30,Croatia
6,Long Sleeve Shirt,9,39.67,2020-05-17,05:46,Poland
4,Sweatpants,13,44.16,2020-06-15,04:49,Spain
6,Dress Pants,5,84.09,2020-03-17,01:55,Luxembourg
2,Dress Shoes,4,83.56,2020-09-18,06:43,Sweden
5,Sneakers,2,16.4,2020-02-18,21:10,Lithuania
4,Long Sleeve Shirt,11,82.19,2020-05-26,22:31,Portugal
3,Sweatpants,9,87.74,2020-08-02,18:41,Germany
2,Dress Shoes,16,66.89,2020-11-06,08:03,Belgium
2,Sneakers,17,21.68,2020-11-21,08:39,Poland
6,Dress Pants,16,99.26,2020-06-19,13:39,Spain
6,Dress Shirt,7,12.12,2020-05-21,22:17,Italy
2,Polo Shirt,18,38.7,2020-07-24,12:57,Slovakia
7,Polo Shirt,7,59.31,2020-04-09,02:04,Portugal
6,Long Sleeve Shirt,3,18.5,2020-11-05,16:19,Netherlands
4,Dress Shirt,16,66.15,2020-07-12,20:23,Norway
1,Sweatpants,20,92.96,2020-08-05,06:01,Netherlands
1,Polo Shirt,6,12.3,2020-04-18,03:01,Netherlands
2,Polo Shirt,12,40.73,2020-04-30,10:15,Luxembourg
3,Dress Pants,9,54.34,2020-09-28,09:22,Netherlands
5,Casual Shoes,16,20.1,2020-09-20,12:31,Ireland
6,Long Sleeve Shirt,18,10.56,2020-12-13,02:14,Spain
6,Sweatpants,19,27.47,2020-03-03,13:37,Lithuania
9,Dress Pants,11,88.1,2020-03-06,17:00,Croatia
7,Long Sleeve Shirt,15,48.81,2020-12-29,11:30,Luxembourg
10,Dress Shoes,16,40.75,2020-01-27,09:38,Malta
10,Polo Shirt,20,20.02,2020-07-01,03:29,Sweden
2,Dress Pants,1,67.72,2020-07-18,08:44,Italy
4,Dress Shirt,14,37.89,2020-10-31,01:22,Cyprus
5,Polo Shirt,9,80.22,2020-11-12,11:59,Slovakia
2,Casual Shoes,11,16.41,2020-03-01,03:58,Austria
6,Sweatpants,11,55.81,2020-04-11,09:09,Romania
9,Sweatpants,11,14.75,2020-09-03,14:38,Lithuania
7,Dress Pants,4,49.73,2020-10-09,06:10,Malta
9,Long Sleeve Shirt,17,79.77,2020-09-08,14:59,Ireland
6,Jeans,9,18.55,2020-06-18,01:07,Malta
3,Jeans,4,63.31,2020-06-12,21:57,Malta
7,Sports Shoes,3,26.59,2020-10-23,19:39,Belgium
10,Polo Shirt,9,41.36,2020-05-14,05:59,Cyprus
10,Long Sleeve Shirt,8,69.93,2020-12-01,19:53,Luxembourg
9,Dress Shirt,19,90.27,2020-04-11,16:50,Lithuania
4,Dress Shoes,8,33.65,2020-01-24,07:27,Czech Republic
10,Dress Shirt,12,58.87,2020-01-21,15:13,Poland
4,Casual Shoes,2,73.42,2020-05-02,18:30,Liechtenstein
3,Polo Shirt,1,57.22,2020-02-01,10:39,Germany
2,Sweatpants,18,56.65,2020-06-21,09:52,Estonia
10,Sweatpants,2,71.62,2020-03-20,14:34,France
7,Sneakers,10,79.23,2020-08-03,05:55,Sweden
1,Dress Shoes,14,87.6,2020-01-06,22:50,Czech Republic
10,Dress Shirt,19,74.81,2020-12-18,14:43,Croatia
9,Dress Shirt,10,85.19,2020-12-11,14:52,Italy
9,Polo Shirt,17,77.8,2020-04-30,03:42,Denmark
4,Polo Shirt,16,75.99,2020-11-08,01:45,Poland
6,Jeans,15,82.94,2020-08-05,22:41,France
2,Dress Shirt,12,10.1,2020-02-19,21:48,Malta
3,Casual Shoes,4,87.9,2020-10-11,19:28,Portugal
9,Dress Shoes,12,29.46,2020-06-03,01:22,Ireland
3,Dress Shoes,13,74.27,2020-12-05,13:16,Portugal
10,Sneakers,11,41.11,2020-04-23,23:47,Norway
3,Dress Pants,19,67.53,2020-10-30,02:30,Iceland
9,Dress Shoes,4,72.62,2020-01-07,18:05,Portugal
8,Jeans,2,36.54,2020-05-20,23:23,Luxembourg
5,Sports Shoes,18,69.38,2020-05-29,08:03,Austria
10,Dress Shirt,20,19.56,2020-12-14,23:14,Netherlands
1,Casual Shoes,1,65.03,2020-06-09,22:11,Romania
4,Polo Shirt,18,42.71,2020-06-30,23:48,Norway
1,Sports Shoes,4,49.12,2020-09-09,04:12,Lithuania
2,Dress Pants,7,45.25,2020-09-10,17:27,Lithuania
9,Dress Shirt,4,16.82,2020-09-17,09:22,Ireland
2,Dress Pants,8,66.57,2020-10-29,09:35,Netherlands
9,Polo Shirt,15,80.82,2020-12-10,04:11,Luxembourg
10,Dress Shirt,4,96.01,2020-07-31,21:40,Germany
6,Casual Shoes,12,41.46,2020-05-14,13:44,Bulgaria
1,Dress Shirt,1,74.24,2020-07-14,04:34,Ireland
3,Dress Shoes,12,31.96,2020-02-29,20:56,Romania
7,Sweatpants,9,71.38,2020-09-08,20:49,Denmark
2,Casual Shoes,2,55.75,2020-07-04,10:00,Denmark
10,Polo Shirt,3,49.86,2020-08-25,07:34,Finland
5,Dress Shoes,20,11.97,2020-04-30,22:16,Estonia
5,Jeans,6,22.33,2020-04-20,23:09,Iceland
2,Long Sleeve Shirt,19,81.7,2020-09-02,03:29,Norway
10,Sports Shoes,18,29.44,2020-01-28,18:25,Malta
9,Polo Shirt,1,17.27,2020-03-15,16:00,Greece
